Date,COMMUNITY,ZIP,Unemployment rate (%)
03/01/2020 12:00:00 AM,Jamul,91935,4.18
02/01/2020 12:00:00 AM,Jamul,91935,2.71
02/01/2023 12:00:00 AM,Imperial Beach,91932,4.92
01/01/2023 12:00:00 AM,Imperial Beach,91932,4.97
12/01/2022 12:00:00 AM,Imperial Beach,91932,4.14
11/01/2022 12:00:00 AM,Imperial Beach,91932,4.41
10/01/2022 12:00:00 AM,Imperial Beach,91932,4.49
09/01/2022 12:00:00 AM,Imperial Beach,91932,4.26
08/01/2022 12:00:00 AM,Imperial Beach,91932,4.64
07/01/2022 12:00:00 AM,Imperial Beach,91932,4.56
06/01/2022 12:00:00 AM,Imperial Beach,91932,4.71
05/01/2022 12:00:00 AM,Imperial Beach,91932,4.24
04/01/2022 12:00:00 AM,Imperial Beach,91932,4.56
03/01/2022 12:00:00 AM,Imperial Beach,91932,4.91
02/01/2022 12:00:00 AM,Imperial Beach,91932,5.39
01/01/2022 12:00:00 AM,Imperial Beach,91932,5.97
12/01/2021 12:00:00 AM,Imperial Beach,91932,5.46
11/01/2021 12:00:00 AM,Imperial Beach,91932,5.79
10/01/2021 12:00:00 AM,Imperial Beach,91932,6.5
09/01/2021 12:00:00 AM,Imperial Beach,91932,6.84
08/01/2021 12:00:00 AM,Imperial Beach,91932,7.98
07/01/2021 12:00:00 AM,Imperial Beach,91932,8.4
06/01/2021 12:00:00 AM,Imperial Beach,91932,9.01
05/01/2021 12:00:00 AM,Imperial Beach,91932,8.43
04/01/2021 12:00:00 AM,Imperial Beach,91932,9.23
03/01/2021 12:00:00 AM,Imperial Beach,91932,9.54
02/01/2021 12:00:00 AM,Imperial Beach,91932,9.9
01/01/2021 12:00:00 AM,Imperial Beach,91932,10.75
12/01/2020 12:00:00 AM,Imperial Beach,91932,10.35
11/01/2020 12:00:00 AM,Imperial Beach,91932,9.84
10/01/2020 12:00:00 AM,Imperial Beach,91932,10.2
09/01/2020 12:00:00 AM,Imperial Beach,91932,11.32
08/01/2020 12:00:00 AM,Imperial Beach,91932,12.52
07/01/2020 12:00:00 AM,Imperial Beach,91932,14.61
06/01/2020 12:00:00 AM,Imperial Beach,91932,15.66
05/01/2020 12:00:00 AM,Imperial Beach,91932,19
04/01/2020 12:00:00 AM,Imperial Beach,91932,18.82
08/01/2021 12:00:00 AM,Lemon Grove,91945,6.84
07/01/2021 12:00:00 AM,Lemon Grove,91945,7.23
06/01/2021 12:00:00 AM,Lemon Grove,91945,7.76
05/01/2021 12:00:00 AM,Lemon Grove,91945,7.1
04/01/2021 12:00:00 AM,Lemon Grove,91945,7.84
03/01/2021 12:00:00 AM,Lemon Grove,91945,8.1
02/01/2021 12:00:00 AM,Lemon Grove,91945,8.42
01/01/2021 12:00:00 AM,Lemon Grove,91945,9.1
12/01/2020 12:00:00 AM,Lemon Grove,91945,8.9
11/01/2020 12:00:00 AM,Lemon Grove,91945,8.53
10/01/2020 12:00:00 AM,Lemon Grove,91945,8.89
09/01/2020 12:00:00 AM,Lemon Grove,91945,10.01
08/01/2020 12:00:00 AM,Lemon Grove,91945,11.16
07/01/2020 12:00:00 AM,Lemon Grove,91945,13.29
06/01/2020 12:00:00 AM,Lemon Grove,91945,14.34
05/01/2020 12:00:00 AM,Lemon Grove,91945,17.33
04/01/2020 12:00:00 AM,Lemon Grove,91945,17.02
03/01/2020 12:00:00 AM,Lemon Grove,91945,5.11
02/01/2020 12:00:00 AM,Lemon Grove,91945,3.53
02/01/2023 12:00:00 AM,"La Mesa, Grossmont",91942,3.36
01/01/2023 12:00:00 AM,"La Mesa, Grossmont",91942,3.34
12/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,2.73
11/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,3
10/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,3.03
09/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,2.94
08/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,3.51
07/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,3.42
06/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,3.2
05/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,2.66
04/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,2.97
03/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,3.37
02/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,3.85
01/01/2022 12:00:00 AM,"La Mesa, Grossmont",91942,4.38
12/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,3.88
11/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,4.26
10/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,4.92
09/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,5.29
08/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,6.53
07/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,7.01
06/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,7.13
05/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,6.41
04/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,7.15
03/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,7.45
02/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,7.77
01/01/2021 12:00:00 AM,"La Mesa, Grossmont",91942,8.32
12/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,8.17
11/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,7.9
10/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,8.27
09/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,9.44
08/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,10.64
07/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,12.8
06/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,13.51
05/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,16.05
04/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,15.36
03/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,4.39
02/01/2020 12:00:00 AM,"La Mesa, Grossmont",91942,2.95
02/01/2023 12:00:00 AM,"La Mesa, Mount Helix",91941,4.1
01/01/2023 12:00:00 AM,"La Mesa, Mount Helix",91941,4.08
12/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,3.44
11/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,3.68
10/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,3.73
09/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,3.63
08/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,4.25
07/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,4.16
06/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,3.91
05/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,3.34
04/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,3.66
03/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,4.02
02/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,4.47
01/01/2022 12:00:00 AM,"La Mesa, Mount Helix",91941,4.97
12/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,4.47
11/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,4.85
10/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,5.54
09/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,5.93
08/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,7.19
07/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,7.67
06/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,7.74
05/01/2021 12:00:00 AM,"La Mesa, Mount Helix",91941,6.99
06/01/2020 12:00:00 AM,Spring Valley,91977,14.98
05/01/2020 12:00:00 AM,Spring Valley,91977,17.92
04/01/2020 12:00:00 AM,Spring Valley,91977,17.6
03/01/2020 12:00:00 AM,Spring Valley,91977,5.96
02/01/2020 12:00:00 AM,Spring Valley,91977,4.41
02/01/2023 12:00:00 AM,National City,91950,4.2
01/01/2023 12:00:00 AM,National City,91950,4.27
12/01/2022 12:00:00 AM,National City,91950,3.38
11/01/2022 12:00:00 AM,National City,91950,3.82
10/01/2022 12:00:00 AM,National City,91950,3.94
09/01/2022 12:00:00 AM,National City,91950,3.66
08/01/2022 12:00:00 AM,National City,91950,3.95
07/01/2022 12:00:00 AM,National City,91950,3.85
06/01/2022 12:00:00 AM,National City,91950,4.19
05/01/2022 12:00:00 AM,National City,91950,3.77
04/01/2022 12:00:00 AM,National City,91950,3.98
03/01/2022 12:00:00 AM,National City,91950,4.34
02/01/2022 12:00:00 AM,National City,91950,4.78
01/01/2022 12:00:00 AM,National City,91950,5.4
12/01/2021 12:00:00 AM,National City,91950,4.92
11/01/2021 12:00:00 AM,National City,91950,5.18
10/01/2021 12:00:00 AM,National City,91950,5.9
09/01/2021 12:00:00 AM,National City,91950,6.15
08/01/2021 12:00:00 AM,National City,91950,7.21
07/01/2021 12:00:00 AM,National City,91950,7.56
06/01/2021 12:00:00 AM,National City,91950,8.36
05/01/2021 12:00:00 AM,National City,91950,7.8
04/01/2021 12:00:00 AM,National City,91950,8.58
03/01/2021 12:00:00 AM,National City,91950,8.86
02/01/2021 12:00:00 AM,National City,91950,9.22
01/01/2021 12:00:00 AM,National City,91950,10.08
12/01/2020 12:00:00 AM,National City,91950,9.72
11/01/2020 12:00:00 AM,National City,91950,9.21
10/01/2020 12:00:00 AM,National City,91950,9.58
09/01/2020 12:00:00 AM,National City,91950,10.66
08/01/2020 12:00:00 AM,National City,91950,11.85
07/01/2020 12:00:00 AM,National City,91950,13.94
06/01/2020 12:00:00 AM,National City,91950,15.19
05/01/2020 12:00:00 AM,National City,91950,18.67
04/01/2020 12:00:00 AM,National City,91950,18.63
03/01/2020 12:00:00 AM,National City,91950,5.56
02/01/2020 12:00:00 AM,National City,91950,3.89
02/01/2023 12:00:00 AM,Lemon Grove,91945,3.79
01/01/2023 12:00:00 AM,Lemon Grove,91945,3.82
12/01/2022 12:00:00 AM,Lemon Grove,91945,3.02
11/01/2022 12:00:00 AM,Lemon Grove,91945,3.4
10/01/2022 12:00:00 AM,Lemon Grove,91945,3.47
09/01/2022 12:00:00 AM,Lemon Grove,91945,3.26
08/01/2022 12:00:00 AM,Lemon Grove,91945,3.68
07/01/2022 12:00:00 AM,Lemon Grove,91945,3.59
06/01/2022 12:00:00 AM,Lemon Grove,91945,3.73
05/01/2022 12:00:00 AM,Lemon Grove,91945,3.23
04/01/2022 12:00:00 AM,Lemon Grove,91945,3.5
03/01/2022 12:00:00 AM,Lemon Grove,91945,3.87
02/01/2022 12:00:00 AM,Lemon Grove,91945,4.31
01/01/2022 12:00:00 AM,Lemon Grove,91945,4.92
12/01/2021 12:00:00 AM,Lemon Grove,91945,4.46
11/01/2021 12:00:00 AM,Lemon Grove,91945,4.75
10/01/2021 12:00:00 AM,Lemon Grove,91945,5.41
09/01/2021 12:00:00 AM,Lemon Grove,91945,5.7
07/01/2020 12:00:00 AM,Bonsall,92003,12.09
06/01/2020 12:00:00 AM,Bonsall,92003,12.83
05/01/2020 12:00:00 AM,Bonsall,92003,15.49
04/01/2020 12:00:00 AM,Bonsall,92003,15.08
03/01/2020 12:00:00 AM,Bonsall,92003,3.78
02/01/2020 12:00:00 AM,Bonsall,92003,2.33
02/01/2023 12:00:00 AM,Rancho San Diego,91978,5.1
01/01/2023 12:00:00 AM,Rancho San Diego,91978,5.09
12/01/2022 12:00:00 AM,Rancho San Diego,91978,4.34
11/01/2022 12:00:00 AM,Rancho San Diego,91978,4.6
10/01/2022 12:00:00 AM,Rancho San Diego,91978,4.7
09/01/2022 12:00:00 AM,Rancho San Diego,91978,4.56
08/01/2022 12:00:00 AM,Rancho San Diego,91978,5.07
07/01/2022 12:00:00 AM,Rancho San Diego,91978,4.98
06/01/2022 12:00:00 AM,Rancho San Diego,91978,4.88
05/01/2022 12:00:00 AM,Rancho San Diego,91978,4.42
04/01/2022 12:00:00 AM,Rancho San Diego,91978,4.67
03/01/2022 12:00:00 AM,Rancho San Diego,91978,5.04
02/01/2022 12:00:00 AM,Rancho San Diego,91978,5.5
01/01/2022 12:00:00 AM,Rancho San Diego,91978,5.99
12/01/2021 12:00:00 AM,Rancho San Diego,91978,5.53
11/01/2021 12:00:00 AM,Rancho San Diego,91978,5.87
10/01/2021 12:00:00 AM,Rancho San Diego,91978,6.61
09/01/2021 12:00:00 AM,Rancho San Diego,91978,6.92
08/01/2021 12:00:00 AM,Rancho San Diego,91978,8.1
07/01/2021 12:00:00 AM,Rancho San Diego,91978,8.54
06/01/2021 12:00:00 AM,Rancho San Diego,91978,8.82
05/01/2021 12:00:00 AM,Rancho San Diego,91978,8.16
04/01/2021 12:00:00 AM,Rancho San Diego,91978,8.92
03/01/2021 12:00:00 AM,Rancho San Diego,91978,9.17
02/01/2021 12:00:00 AM,Rancho San Diego,91978,9.5
01/01/2021 12:00:00 AM,Rancho San Diego,91978,10.01
12/01/2020 12:00:00 AM,Rancho San Diego,91978,9.81
11/01/2020 12:00:00 AM,Rancho San Diego,91978,9.52
10/01/2020 12:00:00 AM,Rancho San Diego,91978,9.94
09/01/2020 12:00:00 AM,Rancho San Diego,91978,11.07
08/01/2020 12:00:00 AM,Rancho San Diego,91978,12.24
07/01/2020 12:00:00 AM,Rancho San Diego,91978,14.38
06/01/2020 12:00:00 AM,Rancho San Diego,91978,15.24
05/01/2020 12:00:00 AM,Rancho San Diego,91978,18.14
04/01/2020 12:00:00 AM,Rancho San Diego,91978,17.49
03/01/2020 12:00:00 AM,Rancho San Diego,91978,5.99
02/01/2020 12:00:00 AM,Rancho San Diego,91978,4.53
02/01/2023 12:00:00 AM,Spring Valley,91977,4.74
01/01/2023 12:00:00 AM,Spring Valley,91977,4.76
12/01/2022 12:00:00 AM,Spring Valley,91977,3.96
11/01/2022 12:00:00 AM,Spring Valley,91977,4.35
10/01/2022 12:00:00 AM,Spring Valley,91977,4.41
09/01/2022 12:00:00 AM,Spring Valley,91977,4.18
08/01/2022 12:00:00 AM,Spring Valley,91977,4.6
07/01/2022 12:00:00 AM,Spring Valley,91977,4.5
06/01/2022 12:00:00 AM,Spring Valley,91977,4.62
05/01/2022 12:00:00 AM,Spring Valley,91977,4.15
04/01/2022 12:00:00 AM,Spring Valley,91977,4.43
03/01/2022 12:00:00 AM,Spring Valley,91977,4.81
02/01/2022 12:00:00 AM,Spring Valley,91977,5.22
01/01/2022 12:00:00 AM,Spring Valley,91977,5.78
12/01/2021 12:00:00 AM,Spring Valley,91977,5.33
11/01/2021 12:00:00 AM,Spring Valley,91977,5.62
10/01/2021 12:00:00 AM,Spring Valley,91977,6.28
09/01/2021 12:00:00 AM,Spring Valley,91977,6.55
08/01/2021 12:00:00 AM,Spring Valley,91977,7.68
07/01/2021 12:00:00 AM,Spring Valley,91977,8.06
06/01/2021 12:00:00 AM,Spring Valley,91977,8.57
05/01/2021 12:00:00 AM,Spring Valley,91977,7.92
04/01/2021 12:00:00 AM,Spring Valley,91977,8.64
03/01/2021 12:00:00 AM,Spring Valley,91977,8.86
02/01/2021 12:00:00 AM,Spring Valley,91977,9.16
01/01/2021 12:00:00 AM,Spring Valley,91977,9.77
12/01/2020 12:00:00 AM,Spring Valley,91977,9.6
11/01/2020 12:00:00 AM,Spring Valley,91977,9.27
10/01/2020 12:00:00 AM,Spring Valley,91977,9.63
09/01/2020 12:00:00 AM,Spring Valley,91977,10.71
08/01/2020 12:00:00 AM,Spring Valley,91977,11.83
07/01/2020 12:00:00 AM,Spring Valley,91977,13.95
07/01/2021 12:00:00 AM,Cardiff,92007,6.26
06/01/2021 12:00:00 AM,Cardiff,92007,6.55
05/01/2021 12:00:00 AM,Cardiff,92007,5.79
04/01/2021 12:00:00 AM,Cardiff,92007,6.46
03/01/2021 12:00:00 AM,Cardiff,92007,6.83
02/01/2021 12:00:00 AM,Cardiff,92007,7.09
01/01/2021 12:00:00 AM,Cardiff,92007,7.6
12/01/2020 12:00:00 AM,Cardiff,92007,7.59
11/01/2020 12:00:00 AM,Cardiff,92007,7.37
10/01/2020 12:00:00 AM,Cardiff,92007,7.66
09/01/2020 12:00:00 AM,Cardiff,92007,8.78
08/01/2020 12:00:00 AM,Cardiff,92007,9.85
07/01/2020 12:00:00 AM,Cardiff,92007,11.91
06/01/2020 12:00:00 AM,Cardiff,92007,12.69
05/01/2020 12:00:00 AM,Cardiff,92007,14.92
04/01/2020 12:00:00 AM,Cardiff,92007,14.17
03/01/2020 12:00:00 AM,Cardiff,92007,3.94
02/01/2020 12:00:00 AM,Cardiff,92007,2.5
02/01/2023 12:00:00 AM,Bonsall,92003,2.95
01/01/2023 12:00:00 AM,Bonsall,92003,3.06
12/01/2022 12:00:00 AM,Bonsall,92003,2.32
11/01/2022 12:00:00 AM,Bonsall,92003,2.55
10/01/2022 12:00:00 AM,Bonsall,92003,2.45
09/01/2022 12:00:00 AM,Bonsall,92003,2.27
08/01/2022 12:00:00 AM,Bonsall,92003,2.55
07/01/2022 12:00:00 AM,Bonsall,92003,2.49
06/01/2022 12:00:00 AM,Bonsall,92003,2.36
05/01/2022 12:00:00 AM,Bonsall,92003,1.95
04/01/2022 12:00:00 AM,Bonsall,92003,2.48
03/01/2022 12:00:00 AM,Bonsall,92003,3.03
02/01/2022 12:00:00 AM,Bonsall,92003,3.58
01/01/2022 12:00:00 AM,Bonsall,92003,4.14
12/01/2021 12:00:00 AM,Bonsall,92003,3.59
11/01/2021 12:00:00 AM,Bonsall,92003,3.88
10/01/2021 12:00:00 AM,Bonsall,92003,4.45
09/01/2021 12:00:00 AM,Bonsall,92003,4.82
08/01/2021 12:00:00 AM,Bonsall,92003,5.77
07/01/2021 12:00:00 AM,Bonsall,92003,6.24
06/01/2021 12:00:00 AM,Bonsall,92003,6.63
05/01/2021 12:00:00 AM,Bonsall,92003,5.95
04/01/2021 12:00:00 AM,Bonsall,92003,6.73
03/01/2021 12:00:00 AM,Bonsall,92003,7.22
02/01/2021 12:00:00 AM,Bonsall,92003,7.61
01/01/2021 12:00:00 AM,Bonsall,92003,8.28
12/01/2020 12:00:00 AM,Bonsall,92003,7.98
11/01/2020 12:00:00 AM,Bonsall,92003,7.56
10/01/2020 12:00:00 AM,Bonsall,92003,7.86
09/01/2020 12:00:00 AM,Bonsall,92003,9
08/01/2020 12:00:00 AM,Bonsall,92003,10.17
11/01/2020 12:00:00 AM,Carlsbad  NW,92008,7.4
10/01/2020 12:00:00 AM,Carlsbad  NW,92008,7.67
09/01/2020 12:00:00 AM,Carlsbad  NW,92008,8.81
08/01/2020 12:00:00 AM,Carlsbad  NW,92008,9.91
07/01/2020 12:00:00 AM,Carlsbad  NW,92008,11.99
06/01/2020 12:00:00 AM,Carlsbad  NW,92008,12.8
05/01/2020 12:00:00 AM,Carlsbad  NW,92008,15.34
04/01/2020 12:00:00 AM,Carlsbad  NW,92008,14.68
03/01/2020 12:00:00 AM,Carlsbad  NW,92008,3.64
02/01/2020 12:00:00 AM,Carlsbad  NW,92008,2.16
02/01/2023 12:00:00 AM,Cardiff,92007,3.3
01/01/2023 12:00:00 AM,Cardiff,92007,3.25
12/01/2022 12:00:00 AM,Cardiff,92007,2.62
11/01/2022 12:00:00 AM,Cardiff,92007,2.79
10/01/2022 12:00:00 AM,Cardiff,92007,2.72
09/01/2022 12:00:00 AM,Cardiff,92007,2.54
08/01/2022 12:00:00 AM,Cardiff,92007,2.91
07/01/2022 12:00:00 AM,Cardiff,92007,2.78
06/01/2022 12:00:00 AM,Cardiff,92007,2.64
05/01/2022 12:00:00 AM,Cardiff,92007,2.15
04/01/2022 12:00:00 AM,Cardiff,92007,2.53
03/01/2022 12:00:00 AM,Cardiff,92007,2.96
02/01/2022 12:00:00 AM,Cardiff,92007,3.53
01/01/2022 12:00:00 AM,Cardiff,92007,3.92
12/01/2021 12:00:00 AM,Cardiff,92007,3.36
11/01/2021 12:00:00 AM,Cardiff,92007,3.91
10/01/2021 12:00:00 AM,Cardiff,92007,4.48
09/01/2021 12:00:00 AM,Cardiff,92007,4.8
08/01/2021 12:00:00 AM,Cardiff,92007,5.85
12/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.21
11/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.42
10/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.39
09/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.2
08/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.53
07/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.42
06/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.33
05/01/2022 12:00:00 AM,Carlsbad  NW,92008,1.87
04/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.25
03/01/2022 12:00:00 AM,Carlsbad  NW,92008,2.71
02/01/2022 12:00:00 AM,Carlsbad  NW,92008,3.29
01/01/2022 12:00:00 AM,Carlsbad  NW,92008,3.75
12/01/2021 12:00:00 AM,Carlsbad  NW,92008,3.22
11/01/2021 12:00:00 AM,Carlsbad  NW,92008,3.69
10/01/2021 12:00:00 AM,Carlsbad  NW,92008,4.24
09/01/2021 12:00:00 AM,Carlsbad  NW,92008,4.57
08/01/2021 12:00:00 AM,Carlsbad  NW,92008,5.6
07/01/2021 12:00:00 AM,Carlsbad  NW,92008,6.04
06/01/2021 12:00:00 AM,Carlsbad  NW,92008,6.45
05/01/2021 12:00:00 AM,Carlsbad  NW,92008,5.77
04/01/2021 12:00:00 AM,Carlsbad  NW,92008,6.51
03/01/2021 12:00:00 AM,Carlsbad  NW,92008,6.93
02/01/2021 12:00:00 AM,Carlsbad  NW,92008,7.27
01/01/2021 12:00:00 AM,Carlsbad  NW,92008,7.91
12/01/2020 12:00:00 AM,Carlsbad  NW,92008,7.77
03/01/2020 12:00:00 AM,Carlsbad  NE,92010,4.75
02/01/2020 12:00:00 AM,Carlsbad  NE,92010,3.37
02/01/2023 12:00:00 AM,Carlsbad  SE,92009,3.23
01/01/2023 12:00:00 AM,Carlsbad  SE,92009,3.16
12/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.53
11/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.82
10/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.75
09/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.55
08/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.89
07/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.73
06/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.63
05/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.12
04/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.5
03/01/2022 12:00:00 AM,Carlsbad  SE,92009,2.94
02/01/2022 12:00:00 AM,Carlsbad  SE,92009,3.46
01/01/2022 12:00:00 AM,Carlsbad  SE,92009,3.81
12/01/2021 12:00:00 AM,Carlsbad  SE,92009,3.28
11/01/2021 12:00:00 AM,Carlsbad  SE,92009,3.85
10/01/2021 12:00:00 AM,Carlsbad  SE,92009,4.37
09/01/2021 12:00:00 AM,Carlsbad  SE,92009,4.67
08/01/2021 12:00:00 AM,Carlsbad  SE,92009,5.66
07/01/2021 12:00:00 AM,Carlsbad  SE,92009,6.04
06/01/2021 12:00:00 AM,Carlsbad  SE,92009,6.4
05/01/2021 12:00:00 AM,Carlsbad  SE,92009,5.63
04/01/2021 12:00:00 AM,Carlsbad  SE,92009,6.26
03/01/2021 12:00:00 AM,Carlsbad  SE,92009,6.59
02/01/2021 12:00:00 AM,Carlsbad  SE,92009,6.82
01/01/2021 12:00:00 AM,Carlsbad  SE,92009,7.23
12/01/2020 12:00:00 AM,Carlsbad  SE,92009,7.33
11/01/2020 12:00:00 AM,Carlsbad  SE,92009,7.19
10/01/2020 12:00:00 AM,Carlsbad  SE,92009,7.46
09/01/2020 12:00:00 AM,Carlsbad  SE,92009,8.56
08/01/2020 12:00:00 AM,Carlsbad  SE,92009,9.56
07/01/2020 12:00:00 AM,Carlsbad  SE,92009,11.6
06/01/2020 12:00:00 AM,Carlsbad  SE,92009,12.44
05/01/2020 12:00:00 AM,Carlsbad  SE,92009,14.5
04/01/2020 12:00:00 AM,Carlsbad  SE,92009,13.66
03/01/2020 12:00:00 AM,Carlsbad  SE,92009,3.91
02/01/2020 12:00:00 AM,Carlsbad  SE,92009,2.5
02/01/2023 12:00:00 AM,Carlsbad  NW,92008,2.9
01/01/2023 12:00:00 AM,Carlsbad  NW,92008,2.89
08/01/2022 12:00:00 AM,Carlsbad  NE,92010,4.13
07/01/2022 12:00:00 AM,Carlsbad  NE,92010,4.03
06/01/2022 12:00:00 AM,Carlsbad  NE,92010,3.77
05/01/2022 12:00:00 AM,Carlsbad  NE,92010,3.23
04/01/2022 12:00:00 AM,Carlsbad  NE,92010,3.62
03/01/2022 12:00:00 AM,Carlsbad  NE,92010,4.03
02/01/2022 12:00:00 AM,Carlsbad  NE,92010,4.57
01/01/2022 12:00:00 AM,Carlsbad  NE,92010,4.94
12/01/2021 12:00:00 AM,Carlsbad  NE,92010,4.47
11/01/2021 12:00:00 AM,Carlsbad  NE,92010,4.94
10/01/2021 12:00:00 AM,Carlsbad  NE,92010,5.47
09/01/2021 12:00:00 AM,Carlsbad  NE,92010,5.79
08/01/2021 12:00:00 AM,Carlsbad  NE,92010,6.92
07/01/2021 12:00:00 AM,Carlsbad  NE,92010,7.35
06/01/2021 12:00:00 AM,Carlsbad  NE,92010,7.46
05/01/2021 12:00:00 AM,Carlsbad  NE,92010,6.7
04/01/2021 12:00:00 AM,Carlsbad  NE,92010,7.37
03/01/2021 12:00:00 AM,Carlsbad  NE,92010,7.68
02/01/2021 12:00:00 AM,Carlsbad  NE,92010,7.94
01/01/2021 12:00:00 AM,Carlsbad  NE,92010,8.34
12/01/2020 12:00:00 AM,Carlsbad  NE,92010,8.39
11/01/2020 12:00:00 AM,Carlsbad  NE,92010,8.2
10/01/2020 12:00:00 AM,Carlsbad  NE,92010,8.46
09/01/2020 12:00:00 AM,Carlsbad  NE,92010,9.54
08/01/2020 12:00:00 AM,Carlsbad  NE,92010,10.59
07/01/2020 12:00:00 AM,Carlsbad  NE,92010,12.69
06/01/2020 12:00:00 AM,Carlsbad  NE,92010,13.34
05/01/2020 12:00:00 AM,Carlsbad  NE,92010,15.44
04/01/2020 12:00:00 AM,Carlsbad  NE,92010,14.52
07/01/2022 12:00:00 AM,Carlsbad  SW,92011,2.38
06/01/2022 12:00:00 AM,Carlsbad  SW,92011,2.29
05/01/2022 12:00:00 AM,Carlsbad  SW,92011,1.81
04/01/2022 12:00:00 AM,Carlsbad  SW,92011,2.16
03/01/2022 12:00:00 AM,Carlsbad  SW,92011,2.61
02/01/2022 12:00:00 AM,Carlsbad  SW,92011,3.14
01/01/2022 12:00:00 AM,Carlsbad  SW,92011,3.49
12/01/2021 12:00:00 AM,Carlsbad  SW,92011,2.96
11/01/2021 12:00:00 AM,Carlsbad  SW,92011,3.52
10/01/2021 12:00:00 AM,Carlsbad  SW,92011,4.06
09/01/2021 12:00:00 AM,Carlsbad  SW,92011,4.35
08/01/2021 12:00:00 AM,Carlsbad  SW,92011,5.36
07/01/2021 12:00:00 AM,Carlsbad  SW,92011,5.74
06/01/2021 12:00:00 AM,Carlsbad  SW,92011,6.11
05/01/2021 12:00:00 AM,Carlsbad  SW,92011,5.37
04/01/2021 12:00:00 AM,Carlsbad  SW,92011,6
03/01/2021 12:00:00 AM,Carlsbad  SW,92011,6.34
02/01/2021 12:00:00 AM,Carlsbad  SW,92011,6.58
01/01/2021 12:00:00 AM,Carlsbad  SW,92011,7.03
12/01/2020 12:00:00 AM,Carlsbad  SW,92011,7.09
